postal code,latitude,longitude
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
85206,27.3438,-110.0112
