postal code,latitude,longitude
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,27.0781,-109.4027
85224,26.9661,-109.4619
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,26.9847,-109.4575
85224,26.9224,-109.4787
85224,26.9572,-109.4381
85224,27.0781,-109.4027
85224,27.0386,-109.4667
85224,26.9369,-109.4335
85224,26.9572,-109.4381
85224,26.9748,-109.4569
85224,26.9306,-109.4167
85224,26.9236,-109.4142
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,27.0111,-109.4339
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,26.9358,-109.4833
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,26.9712,-109.5241
85224,26.9944,-109.4569
85224,26.9863,-109.4317
85224,26.9572,-109.4381
85224,26.9125,-109.4006
85224,26.9572,-109.4381
85224,26.8972,-109.4039
85224,26.9572,-109.4381
85224,27.0039,-109.4639
85224,26.9572,-109.4381
85224,26.9939,-109.4916
85224,26.9572,-109.4381
85224,26.8261,-109.1589
85224,26.9572,-109.4381
85224,26.953,-109.425
85224,26.9572,-109.4381
85224,26.9806,-109.4333
85224,26.9617,-109.4278
85224,26.9572,-109.4381
85224,26.9515,-109.4271
85224,26.9107,-109.3396
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85225,27.0492,-109.5153
85225,27.0781,-109.4027
85225,27.0492,-109.5153
85225,27.0492,-109.5153
85225,27.0492,-109.5153
85225,27.0492,-109.5153
85225,27.0492,-109.5153
85225,27.0492,-109.5153
85225,27.0492,-109.5153
85225,27.0492,-109.5153
85225,27.0492,-109.5153
85225,27.0492,-109.5153
85226,26.9986,-109.4989
85226,27.0292,-109.505
85226,27.0703,-109.4437
85226,27.0195,-109.4866
85226,26.9803,-109.5393
85226,26.98,-109.524
85226,26.9987,-109.5119
85226,27.0195,-109.4866
85226,26.9843,-109.547
85226,27.0246,-109.5312
85226,27.0431,-109.5061
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,26.9894,-109.5185
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0606,-109.5431
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,26.98,-109.519
85226,27.2167,-109.1667
85226,26.999,-109.5323
85226,27.0444,-109.5203
85226,27.0492,-109.5153
85226,27.0195,-109.4866
85226,26.9986,-109.5175
85226,26.9878,-109.5289
85226,26.9236,-109.4142
85226,27.0781,-109.4027
85226,27.0394,-109.5094
85226,27.0195,-109.4866
85226,27.04,-109.2773
85226,27.0195,-109.4866
85226,26.9903,-109.5359
85226,27.0195,-109.4866
85226,27.0781,-109.4027
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85226,27.0195,-109.4866
85233,27.3483,-109.7592
85233,27.3627,-109.7428
85233,27.3425,-109.7332
85233,27.3462,-109.7599
85233,27.1655,-109.4093
85233,27.3181,-109.715
85233,27.3414,-109.7389
85233,27.2913,-109.7781
85233,27.331,-109.7363
85233,27.3122,-109.7357
85233,27.3514,-109.7575
85233,27.2079,-109.522
85233,27.0781,-109.4027
85233,27.3122,-109.7357
85233,27.3122,-109.7357
85233,27.3122,-109.7357
85233,27.3012,-109.8026
85233,27.3122,-109.7357
85233,27.0781,-109.4027
85233,27.3122,-109.7357
85233,27.3122,-109.7357
85233,27.3256,-109.7447
85233,27.3233,-109.7258
85233,27.0781,-109.4027
85233,27.3237,-109.7083
85233,27.3186,-109.7569
85233,27.3342,-109.7261
85233,27.3114,-109.7661
85233,27.0781,-109.4027
85233,27.0781,-109.4027
85233,27.0781,-109.4027
85233,27.3517,-109.7628
85233,27.0781,-109.4027
85233,27.2581,-109.7917
85233,27.3537,-109.8185
85233,27.0781,-109.4027
85233,27.0781,-109.4027
85233,27.0781,-109.4027
85234,27.2608,-109.7983
85234,27.2369,-109.7778
85234,27.2242,-109.7522
85234,27.0444,-109.5203
85234,27.255,-109.7978
85234,27.2756,-109.7847
85234,27.2755,-109.7869
85234,27.2588,-109.7611
85234,27.2624,-109.789
85234,27.2368,-109.7549
85234,27.2444,-109.75
85234,27.2556,-109.7764
85234,27.2368,-109.7549
85234,27.2556,-109.7514
85234,27.2292,-109.7672
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85234,27.2368,-109.7549
85730,27.7617,-109.5496
85735,27.45,-109.0339
85735,27.4141,-109.2125
85735,27.4342,-109.0514
85735,27.4242,-109.2219
85735,27.5667,-109.3667
85737,27.6753,-109.5539
85737,27.5889,-109.6056
85737,27.5303,-109.4022
85710,28.1833,-109.35
85710,28.2631,-109.4875
85710,28.2232,-109.4187
85710,28.2232,-109.4187
85715,27.7623,-109.2897
85715,27.8436,-109.3506
85715,27.8279,-109.2437
85715,27.7581,-109.38
85614,28.7167,-108.95
85615,28.6467,-109.1074
85641,28.9414,-109.6421
85643,28.8861,-109.7489
85650,28.5994,-109.5653
85295,27.1103,-109.7889
85295,27.1141,-109.7343
85295,27.1228,-109.8486
85295,27.1175,-109.8118
85295,27.1181,-109.8428
85295,27.1175,-109.8118
85295,27.1175,-109.8118
85295,27.1175,-109.8118
85295,27.1064,-109.8514
85295,27.1175,-109.8118
85295,27.1175,-109.8118
85295,27.1225,-109.8444
85295,27.1175,-109.8118
85295,27.1175,-109.8118
85295,27.1175,-109.8118
85295,27.1175,-109.8118
85295,27.1175,-109.8118
85295,27.1175,-109.8118
85296,27.0564,-109.8497
85296,27.125,-109.855
85296,27.1338,-109.8928
85296,27.112,-109.8781
85296,27.1164,-109.8725
85296,27.1163,-109.8914
85296,27.1072,-109.8925
85296,27.1286,-109.8925
85296,27.112,-109.8781
85296,27.112,-109.8781
85296,27.112,-109.8781
85296,27.112,-109.8781
85296,27.112,-109.8781
85296,27.112,-109.8781
85296,27.112,-109.8781
85296,27.112,-109.8781
85296,27.112,-109.8781
85296,27.112,-109.8781
85297,27.0592,-109.9129
85297,27.0317,-109.8928
85297,27.008,-109.8726
85297,27.0279,-109.8923
85297,27.0792,-109.9145
85297,27.0446,-109.8876
85297,27.0413,-109.8923
85297,27.0242,-109.8714
85297,27.1064,-109.8514
85297,27.0446,-109.8876
85297,27.0564,-109.8497
85297,27.0446,-109.8876
85297,27.0446,-109.8876
85297,27.0733,-109.8895
85297,27.0446,-109.8876
85297,27.0446,-109.8876
85297,27.0446,-109.8876
85297,27.0446,-109.8876
85297,27.0446,-109.8876
85297,27.0446,-109.8876
85297,27.0446,-109.8876
85297,27.0446,-109.8876
85298,27.1072,-109.8925
85298,27.0933,-109.9131
85298,27.0793,-109.9336
86015,18.0954,-92.9165
86017,18.0192,-92.906
86017,18.0192,-92.906
86017,18.0192,-92.906
86017,18.0192,-92.906
86017,18.0192,-92.906
86017,18.0192,-92.906
86025,18.0297,-92.9243
86320,18.2869,-93.3367
86320,18.2167,-93.3667
86320,18.2167,-93.3667
86320,18.2869,-93.3367
86320,18.2167,-93.3667
86320,18.2167,-93.3667
86320,18.2869,-93.3367
86320,18.2869,-93.3367
86320,18.2167,-93.3667
86320,18.2167,-93.3667
86323,18.2167,-93.3667
86323,18.2869,-93.3367
86324,18.2869,-93.3367
86324,18.2167,-93.3667
86325,18.2869,-93.3367
86325,18.2167,-93.3667
86403,17.9797,-93.6271
86403,17.942,-93.5999
86403,17.9633,-93.6658
86403,17.9528,-93.6908
86403,17.9595,-93.6459
86403,17.9595,-93.6459
86403,17.9595,-93.6459
86404,17.8892,-93.5175
86404,17.8264,-93.6998
86406,17.8335,-93.4182
86406,17.8335,-93.4182
86406,17.8335,-93.4182
86406,17.8335,-93.4182
86406,17.8335,-93.4182
86406,17.8335,-93.4182
86406,17.8335,-93.4182
86406,17.8335,-93.4182
86406,17.8335,-93.4182
86406,17.8335,-93.4182
86409,17.8892,-93.5175
86409,17.8892,-93.5175
86413,18.0172,-93.9372
86413,18.0516,-93.977
86413,18.0322,-94.0667
86413,18.0337,-93.9936
86413,18.0337,-93.9936
86426,17.7697,-93.8125
86426,17.7056,-93.7177
86426,17.6278,-93.7087
86426,17.8167,-93.7583
86426,17.6636,-93.7002
86426,17.6801,-93.6745
86426,17.6813,-93.7096
86426,17.7405,-93.7165
86426,17.7396,-93.7042
86426,17.6308,-93.675
86426,17.8264,-93.6998
86426,17.8264,-93.6998
86426,17.8264,-93.6998
86426,17.8264,-93.6998
86442,17.4654,-93.5802
85920,33.8279,-109.1283
85924,34.4458,-109.6741
85938,34.1702,-109.3315
85940,34.2575,-109.6929
85602,31.9883,-110.2941
85607,31.3511,-109.5447
85615,31.4035,-110.2047
85625,31.8885,-109.6119
85632,32.0423,-109.1748
85643,32.373,-109.8631
85650,31.4892,-110.2153
85931,34.4513,-110.8644
86001,35.1859,-111.662
86004,35.2257,-111.5741
86005,35.1545,-111.6789
86015,35.2381,-111.8335
86017,34.9412,-111.641
86046,35.5434,-112.1707
86336,34.8266,-111.7506
86351,34.7784,-111.7851
85541,34.2198,-111.2878
85554,34.1014,-110.9637
85546,32.8295,-109.6266
85325,33.9578,-114.0036
85344,34.15,-114.2891
85006,33.465,-112.0474
85007,33.4523,-112.0893
85008,33.4665,-111.9984
85012,33.5097,-112.0678
85014,33.5103,-112.0556
85015,33.5082,-112.1011
85016,33.5021,-112.0305
85017,33.5153,-112.1212
85018,33.4958,-111.9883
85019,33.5123,-112.1417
85022,33.6315,-112.052
85023,33.6324,-112.1118
85024,33.6617,-112.037
85027,33.6819,-112.0996
85028,33.5851,-112.0087
85029,33.5961,-112.1199
85031,33.4939,-112.1696
85032,33.6238,-112.0044
85033,33.4944,-112.2132
85035,33.4724,-112.1832
85037,33.4913,-112.2468
85040,33.4061,-112.0265
85041,33.3889,-112.0954
85042,33.3794,-112.0283
85044,33.3291,-111.9943
85045,33.3022,-112.1226
85048,33.316,-112.0669
85050,33.6863,-111.9963
85051,33.5591,-112.1332
85083,33.7352,-112.1294
85086,33.8155,-112.1202
85087,33.9235,-112.1279
85142,33.2487,-111.6343
85201,33.4317,-111.8469
85202,33.3851,-111.8724
85204,33.3992,-111.7896
85205,33.4368,-111.7129
85206,33.4026,-111.7242
85207,33.4321,-111.6426
85208,33.3984,-111.6513
85209,33.3782,-111.6406
85210,33.3887,-111.8428
85212,33.3425,-111.6353
85213,33.4367,-111.7731
85215,33.4707,-111.7188
85224,33.3301,-111.8632
85225,33.3105,-111.8239
85226,33.3092,-111.9198
85233,33.3354,-111.8153
85234,33.3527,-111.7809
85248,33.2509,-111.8593
85249,33.2414,-111.7745
85250,33.5218,-111.9049
85251,33.4936,-111.9167
85253,33.5494,-111.9565
85254,33.6165,-111.9554
85255,33.6968,-111.8892
85257,33.4669,-111.9151
85258,33.5647,-111.8931
85260,33.6013,-111.8867
85262,33.7752,-111.7791
85263,33.7225,-111.6757
85266,33.7669,-111.9182
85268,33.6085,-111.7237
85281,33.4227,-111.9261
85283,33.3665,-111.9312
85284,33.3363,-111.9197
85286,33.2711,-111.8311
85295,33.3054,-111.7408
85296,33.3354,-111.7406
85297,33.2781,-111.7096
85298,33.2522,-111.7022
85301,33.5311,-112.1767
85302,33.5675,-112.1753
85303,33.5262,-112.2149
85304,33.5943,-112.1746
85306,33.6239,-112.1776
85307,33.5376,-112.3137
85308,33.6539,-112.1694
85310,33.7047,-112.1641
85323,33.4321,-112.3438
85326,33.3703,-112.5838
85331,33.8851,-111.9349
85335,33.6082,-112.3241
85338,33.4368,-112.3834
85339,33.3436,-112.1716
85340,33.5098,-112.4135
85345,33.5761,-112.2344
85351,33.6061,-112.2797
85353,33.4347,-112.2774
85355,33.5673,-112.4387
85361,33.7637,-112.6142
85363,33.5908,-112.3013
85373,33.6588,-112.3214
85374,33.63,-112.3314
85375,33.6856,-112.3659
85379,33.6021,-112.3736
85381,33.6048,-112.2237
85382,33.6308,-112.2072
85383,33.7169,-112.238
85387,33.7129,-112.4375
85390,33.8944,-112.8603
85392,33.4777,-112.3093
85395,33.479,-112.3947
85396,33.468,-112.4787
86401,35.1328,-113.7033
86403,34.4814,-114.3483
86404,34.5575,-114.3307
86406,34.4228,-114.125
86409,35.2633,-114.0223
86413,35.3002,-114.2215
86426,35.0052,-114.5687
86442,35.106,-114.5947
85901,34.2998,-110.0
85929,34.1662,-109.9869
85933,34.4086,-110.56
85935,34.1175,-109.9197
86025,34.9085,-110.1434
85614,31.8543,-111.0003
85629,31.9452,-111.0002
85641,32.0027,-110.7053
85653,32.4047,-111.2736
85704,32.3379,-110.9855
85706,32.1392,-110.9451
85710,32.2138,-110.824
85711,32.2127,-110.8829
85712,32.25,-110.8869
85715,32.2519,-110.82
85718,32.3112,-110.9179
85719,32.2474,-110.9491
85730,32.181,-110.819
85735,32.093,-111.3472
85737,32.4142,-110.9466
85739,32.465,-110.8922
85741,32.3472,-111.0419
85742,32.4076,-111.065
85743,32.3366,-111.1771
85745,32.2434,-111.0179
85746,32.1422,-111.0506
85747,32.0984,-110.7272
85750,32.2974,-110.8404
85755,32.4227,-110.9768
85756,32.0839,-110.9004
85757,32.1336,-111.0973
85118,33.3284,-111.3502
85119,33.4001,-111.5028
85122,32.8905,-111.754
85123,32.7559,-111.671
85128,32.9574,-111.5344
85131,32.7509,-111.5833
85132,32.9969,-111.3612
85138,33.0073,-111.9324
85140,33.1911,-111.528
85143,33.1911,-111.528
85194,32.8984,-111.6261
85658,32.4305,-111.1459
85624,31.5353,-110.6968
85637,31.6731,-110.6188
85648,31.5084,-111.0757
85324,34.0755,-112.134
86301,34.5917,-112.4265
86303,34.4958,-112.3783
86305,34.8185,-112.9584
86314,34.6019,-112.3264
86315,34.7055,-112.2639
86320,35.215,-112.5027
86323,34.7757,-112.4731
86324,34.7711,-112.0579
86325,34.7256,-111.9086
86326,34.7055,-112.0091
86327,34.5368,-112.2567
86332,34.4541,-112.8966
86335,34.638,-111.7842
86337,35.3212,-112.9548
85356,32.6935,-114.1561
85364,32.7015,-114.6424
85365,32.7093,-114.4905
85367,32.6566,-114.4042
